text,label
በጥፊ ለጠፈበት,1
ለፍቶ መና,1
በዱላ አለፋው,1
አይነ ልም,1
ላስ አደረገው,1
መሬት ላሰ,1
አላሰ,1
መሬት አስላሰ,1
ማርም አልልስ,1
ተላላሰ,1
እሳት የላሰው,1
የሚላስ የሚቀመስ,1
ጥፊ ላሰ,1
በዱላ አላሻቀው,1
አእምሮው ላሽቋል,1
ላባ ቀረሽ,1
ላብ ላብ አለው,1
ላክ አደረገ,1
ሲበሉ የላኩት,1
የሰይጣን መልእክተኛ,1
ላይ ላዩን ሄደ,1
ላይ ታች አለ,1
ላይ በሌ,1
የበላይና የበታች,1
በስራ ላይ,1
ከአንገት በላይ,1
ላይኞች,1
ላጤ መላጤ,1
ሴተ ላጤ,1
ወንደ ላጤ,1
ልጦ ጎርዶ አወጣ,1
የብረት ልጥ,1
በደረቁ ላጨ,1
ቤቴን እሳት ላፈው,1
እሳት የላፈው,1
ገንዘቤን ላፈኝ,1
ውሸቱን ላፈው,1
አለ,1
ሌላውን,1
ሌባ ሚዛን,1
ሌባ ውጋት,1
ሌባ ዝናብ,1
ሌባ ጣት,1
አሰልጥ ሌባ,1
አይነ ሌባ,1
ሌባ ሻይ,1
ከቁንጫ ሌጦ ማውጣት,1
ልሳነ እሳት,1
ሁለት ልብ,1
ልበ ልል,1
ልበ ሙሉ,1
ልበ ሙት,1
ልበ ሞቃት,1
ልበ ሰፊ,1
ልበ ቀላል,1
ልበ ቀን,1
ልበ ቆራጥ,1
ልበ ቢስ,1
ልበ ባህር,1
ልበ ብር,1
ልበ ብርቱ,1
ልበ ተራራ,1
ልበ ትልቅ,1
ልበ ከንቱ,1
ልበ ክፍት,1
ልበ ደረቅ,1
ልበ ደንዳና,1
ልበ ድንጋይ,1
ልበ ደፋር,1
ልበ ድንጉጥ,1
ልበ ድፍን,1
ልበ ገር,1
ልበ ጎረምሳ,1
ልበ ጎዶሎ,1
ልበ ጠናና,1
ልበ ጡል,1
ልበ ጥልቅ,1
ልበ ጥሩ,1
ልበ ጥኑ,1
ልበ ፈሪ,1
ልቡ አበጠ,1
ልቡን አወለቀ,1
ልቡ ሞተ,1
ልቡ ሰባ,1
ልቡ ሳሳ,1
ልቡ ረጋ,1
ልቡ ራሰ,1
ልቡ ሸፈተ,1
ልቡ ሻ አለ,1
ልቡ ቀረ,1
ልቡ ቀዘቀዘ,1
ልቡ ቆመ,1
ልቡ ቆረጠ,1
ልቡ ቆሰለ,1
ልቡ ቋመጠ,1
ልቡ ባከነ,1
ልቡ ተሸበረ,1
ልቡ ተቀሰቀሰ,1
ልቡ ተቃጠለ,1
ልቡ ታወከ,1
ልቡ አረፈ,1
ልቡ አላረፈም,1
ልቡ ወላወለ,1
ልቡ ከዳው,1
ልቡ ወደደ,1
ልቡ ዋለለ,1
ልቡ ገባ,1
ልቡ ፈረሰ,1
ልቡና ይስጥህ,1
ልቡን መታው,1
ልቡን ማረከው,1
ልቡን ሰለበው,1
ልቡን ሰለበችው,1
ልቡን ሰቀለው,1
ልቡን ሰወረው,1
ልቡን ሰጠው,1
ልቡን ሸነጠው,1
ልቡን ቆረቆረው,1
ልቡን በላው,1
ልቡን ነሳው,1
ልቡን ነካው,1
ልቡን ከዳው,1
ልባም,1
ልብ ለልብ,1
ልቤን ማረከችው,1
ልቤን አልነካኝም,1
ልብ ከዳ,1
ልብ ቀረው,1
ልብ ነሳው,1
ልብ አለ,1
ልብ አሳጣ,1
ልብ አቁስል,1
ልብ አብርድ,1
ልብ አብሽቅ,1
ልብ አብግን,1
ልብ አውልቅ,1
ልብ አደረገ,1
ልብ አድርቅ,1
ልብ አድርግልኝ,1
ልብ አጠፋ,1
ልብ አጣ,1
ልብ አፈረሰ,1
ልብ ወረደው,1
ልብ የማይገባ,1
ልብ አውልቅ,1
በልብ አዋለው,1
በእንቅልፍ ልብ,1
ከልቡ ተነጋረ,1
ከልቡ አገለገለ,1
ከልቡ ወደደ,1
የልብ ልብ በቃው,1
ልጨኛ,1
ተረከዘ ሎሚ,1
ሎጥ ሎጥ አለ,1
ማስመለስ,1
ምላሽ ጠራ,1
ሰርግና ምላሽ,1
ነገር አመላላሽ,1
መለስ ቀለስ አለ,1
መልስ ያለ,1
ቤት በመለስ,1
አእምሮው ተመለሰ,1
አመለከተ,1
አስመለከተህና,1
የበይ ተመልካች,1
መላ ጣይ,1
በመላ ሄደ,1
መላ መታ,1
መላ ቅጡ,1
መላቢስ,1
መላቅጡ የጠፋ ነገር,1
በመላ ተናገረ,1
መልከ መልካም,1
መልከ ጥፉ,1
አመረረ,1
የቆንጆ መራራ,1
ደመ መምህር,1
ምርር አለ,1
ሰነፍ መረቅ,1
ከነመረቁ አቃመው,1
ምርዝ አደረገ,1
መርዞ ያዘ,1
ምርግ,1
ምርጊት ፊት,1
ሙርጥ አወጣ,1
መራውን ወጣ,1
መሬት ይቅለለው,1
መሮ ጥርስ,1
ምስለ ቢስ,1
ምስለ አፍሳሽ,1
ሰው በመሰል ይሞታል,1
ተምሳሊተ ብዙ,1
አይመስሉ መስሎ,1
አመሳከረ,1
አስመሰከረ,1
አውራ ምስክር,1
ዝርዝር ምስክር,1
ምስጋና ቢስ,1
ምስጋና ይንሳው,1
ምስጋና ይግባው,1
አመስጋኝ አማሳኝ,1
አርፈ መስቀል,1
መስክረም ሲጠባ,1
መስክረም ሲብት,1
መስከረም ነጋ,1
መስክ ለመስክ,1
መስክ አልፋ,1
ምድር መሸበት,1
መቀስ አፍ,1
ዘር መምህር,1
ልቡን መታው,1
መሰንቆ መታ,1
መታ ያለ,1
መላ መታ,1
መንገድ መታው,1
ምች አደር,1
ምች መታው,1
ራስ ምታት,1
ስልክ መታ,1
በረዶ መታው,1
በር መታ,1
በገና መታ,1
በገና ምት,1
ባዝራዋ ተመታች,1
ቤት መታ,1
ተልባ መታ,1
አስመታ,1
አድማ መታ,1
አገር ተመታ,1
አንበጣ መታው,1
እሳት መታው,1
ዝናብ መታው,1
ዳንኪራ መታ,1
ጠበል አስመታ,1
ፀሀይ መታው,1
መቼ አጣሁት,1
መቼ እንዲህ አልኩ,1
መቼ ጠፋኝ,1
መቼም መቸ,1
መቸውንም,1
ቀጡም የምንኩስና,1
ስሙን መነዘረው,1
አለቃና ምንዝር,1
መንግጎ ወሰደው,1
መንጥቆ አጠበ,1
ጀርባውን መነጠረው,1
በሀይል ተመነጠቀ,1
ምንጭሩ ድብን አለ,1
መና ቀረ,1
መንታ ልብ,1
መከራ ስጋ,1
መከራ አሳየ,1
መከራ ቀመሰ,1
መከራውን በላ,1
መከተ,1
የድሀ መከታ,1
ጉዳዩ መክኖ ቀረ,1
መከዳ አቃፊ,1
የወላድ መካን,1
አረግ መዘዘ,1
አንገቱን መዘዘ,1
ዱላ መዘዘ,1
ምድር አስጋጠ,1
ምድር ለቀቀ,1
ምድር መታች,1
ምድር ቀለጠ,1
ምድርና ሰማይ ዞረባት,1
ምድር ተፋችው,1
ምድር ዞረበት,1
ምድር ዋጠው,1
ምድር ያዘ,1
ምድር ደህና ዋይ አለ,1
ምድር ፊት,1
አይነ ምድር,1
ያንበሳ መደብ,1
ከንፈሯን መገመገው,1
ምግበ ነፍስ,1
ምግበ ስጋ,1
መገዘዝ ፊት,1
ሊጡ መጠጠ,1
ስጋው መጠጠ,1
ቁስሉ ምጠጠ,1
አይቡ መጠጠ,1
ጭቃው መጠጠ,1
ፊቱ መጠጠ,1
ምጥ መጣ,1
በምጥ ማርያም አለ,1
የመጣው ቢመጣ,1
መጥኔውን ይስጥሽ,1
መጭ አለ,1
አባ ሙላት,1
አይሞላለት,1
እድሜው ሞላ,1
ከሞላ ጎደል,1
ሙሬ አፍ,1
አፈ ሙዝ,1
ከንፈሩን ሚን ሚን አደረገ,1
ሌባ ሚዛን,1
መማለጃ በላ,1
ማልዶ ማልዶ,1
ማላ አፈረሰ,1
ማላ ፋቱ,1
ለአህያ ማር አይጥማትም,1
ማርም አይልስ,1
ጉድጓድ ማሰለት,1
ከማን አንሼ,1
ማንቆርቆሪያ አፍንጫ,1
ማድ ረጋጭ,1
ማእዱን አማገጠ,1
ብታደራልኝ አማግሁልህ,1
በጦር ማገረበት,1
ዘንዶ ማገር,1
ነገር ውስጥ ማገደው,1
የሰው ሚስት አማገጠ,1
ማዶ ማዶ,1
ማዶና ማዶ,1
ሁለቱ ድርና ማግ ሁነዋል,1
ምራቁን ዋጠ,1
የሴት ምራቋ ደንዳና,1
ምርቅና ፍትፍት,1
የሀገር ምሰሶ,1
የሰው ምሰሶ,1
የጦር ምሰሶ,1
ምሳ አደረገ,1
የማሪያም ምሳ,1
የአይን ምሳ,1
ምስጢር አወጣ,1
ምስጢር አየ,1
ምስጢር አፈሳ,1
ምኑ ቅጡ,1
ምኑና ምኑ ተይዞ,1
ምናምን,1
ምናምንቴ,1
ቆርጦት,1
ብዬ,1
ምንህ,1
ታዲየ,1
አባቱ,1
አግዶኝ,1
ምንኛ ጠግበሀል,1
አለብኝ,1
አባቴ ልሁን,1
ያምር,1
ከፋኝ,1
ይበጀኝ,1
ገደደኝ,1
ለምኔ,1
ቆርረጠኝ,1
የእንጨት ምንቸት,1
ምንጭር ቆራጭ,1
ሙልጭ አድርጎ ሰደበ,1
ሙልጭ አለ,1
ሞልጮኝ ሄደ,1
ሞላጫ ሌባ,1
ሙልጭ ወጣ,1
ለአይን ሞላ,1
ሰአቱ ሞላ,1
ሰአቱን ሞላ,1
ሙሉ ልጃገረድ,1
ሙሉ ሰው,1
ሙሉ አካል,1
በጎደለ ሞላ,1
ቤት ሞላ,1
ትዳሩ ሞላ,1
ዉሀ ሙላት,1
ጉዳዩን ሞላ,1
ፍቃድ ሞላ,1
አሞላ,1
አሟልቶ ሰጠው,1
ርሀብ ሞረደው,1
በትምህርት ሞረደው,1
የእቡይ ሞረድ,1
ሞቅ ሞቅ አለ,1
ሞቅ አለው,1
ትዳሩ ሞቀ,1
የምሞቀ ቤት,1
ጨዋታው ሞቀ,1
ልቡ ሞቷል,1
በቁሙ ሞተ,1
ሙት ለሙት ያለቅሳል,1
ሙት አማጣኝ,1
ሙት ደረቅ አይበላም,1
ሞቴን ሞት ወሰደው,1
ሞት ሞት ሸተተው,1
ሞት ሞት ሸተተው መሰለኝ,1
በሞተ ከዳ,1
እሳቱ ሞተ,1
አይኑ ሞቷል,1
ዛፉ ሞተ,1
የሞተ ሞተ,1
የሞት ሞት,1
የሞተ እንጀራ,1
ሞኝ ያገኘው ፈሊጥ,1
ተሞካከረ,1
ወገቡን ሞከረ,1
ሞገስ አገኘ,1
ሰውንቴ ተሟገተብኝ,1
ሙጢ አፍ,1
አፉን ያሞጠሙጣል,1
መሬት አሟሸ,1
አፉን አሙሸ,1
እጅ ማሟሻ,1
ለዛ ሙጥጤ,1
መሟጠጫ,1
ሟጣጭ ሌባ,1
ፍቅር አሟጠጠ,1
ክፉ ነገር ረመጠብኝ,1
ረሳ,1
ሞት ይርሳኝ,1
ነገሩ ረቀቀ,1
ተረባረበ,1
ረባ,1
ርባ ስባ,1
ርባነ ቢስ,1
ሰውነቱ ተረታ,1
አንደበቱ ረታ,1
ጉልበቱ ተረታ,1
መድሀኒቱ ረከሰ,1
መድሀኒቱ ረከሰ,1
ሴት አስረካሽ,1
ርካሽ,1
ርካሽ ቦታ,1
እንደ ተረከበው,1
አርከፈከፈብን,1
ጥይቱን አርከፈከፈበት,1
የነገር ርክፍካፎ,1
ንግግሩን አላረካውም,1
ረድኤታም እህል,1
ረድኤታም ሴት,1
አታረግርግብኝ,1
ረገብ አደረገ,1
ሳብ ረገብ,1
ቂም አረገዘ,1
ነገር አረገዘ,1
አይኑ አረገዘ,1
አጥሩ አረገዘ,1
ደም ያረገዘ ጣት,1
በረገድ በረገድ,1
ረገጠ,1
ርጋጭ ርጋጭ ይላል,1
ርግጡን ንገረው,1
ስበትን ረገጠ,1
ቆላና ደጋ ረገጠ,1
ቢረግጥ ይገል,1
ብቅል ረገጠ,1
ነገሩን ረገጠ,1
አረጋግጦ መሰከረ,1
አርራገጠ,1
አንገቱን ረገጠው,1
አስረግጠህ ንገረኝ,1
አውድማን ረገጠ,1
እርግጥ,1
ወይን ረገጠ,1
ዳኛ ረግጦ ሄደ,1
ድንበር ረገጠ,1
ገበታ ረጋጭ,1
ጠምንጃው ተራገጠ,1
ረገፈ,1
ሰውንቴ ረገፈ,1
አራገፈ,1
አራጋፊ,1
አራግፎ,1
እርግፍ እርግፍ አለች,1
እርግፍ ያርገኝ,1
እንባው ረገፈ,1
ደም ግባቱ ረገፈ,1
ጥርሱን አረገፈው,1
ልቡ ተረጋጋ,1
ልቤ ረጋ,1
ረጋ ስራሽ,1
ርጋ,1
ሰላም ረግቷል,1
ባለህበት ርጋ,1
ቤቱ ተረጋጋ,1
አገር ረጋ,1
የረጋ,1
የረጋ ወጣት,1
ረጠበ,1
ርጥብ ሬሳ,1
ርጥብ ቁርበት,1
ርጥባን,1
አራጠበ,1
እርጥብ ልጅ,1
እርጥብ ናት,1
ርጥብ,1
ርጥብ አማኝ,1
እግረ ርጥብ,1
ረጨ,1
በመጠጥ ተራጨ,1
በነገር ረጨኝ,1
በእንባ ተራጨ,1
እንባ ረጨበት,1
ልቡ ራሰ,1
አርሶ ዘነበ,1
አራሳት,1
አንጀቱ ራሰ,1
አንጀቴን አርሰኝ,1
ራሰ ዘናና,1
ራሰ ክፍት,1
ራሱን ሳተ,1
ለራስ ያሉት,1
ራስሱ ዞረ,1
ራሱ ጠና,1
ራሱን ሰወረ,1
ራሱን ቻለ,1
ራሱን ቀበረ,1
ራሱን ነቀነቀ,1
ራሱን አወቀ,1
ራሱን አወጣ,1
ራሱን አዋረደ,1
እራስ የሌለው,1
ራሱን ጣለ,1
ራስ ላይ ወጣ,1
ራስ ምታት,1
ራስ ራሱን,1
ራስ ሳይጠና ጉተና,1
ራስ ስሞሽ,1
ራስ በራስ,1
ራስ የለውም,1
እኔ ራሴ,1
ልባቸው ተራርቋል,1
ሩቅ ሀገር,1
በዋጋ ተራራቁ,1
አሳበ ሩቅ,1
አራራቂ,1
የሩቅ ዘመድ,1
የቅርብ ሩቅ,1
ጉዳዩን አታርቀው,1
በራብ አለንጋ ተገረፈ,1
ራቤ,1
መሬቱ ተርቧል,1
ሬሳ,1
አፅመምህርስት,1
አርእስተ ነገር,1
ርእስ አንቀፅ,1
ርስ በርሱ,1
አንድ ራሱን,1
ሮሮ አይመረው,1
ሲሮጥ ያሰሩት,1
አሯሯጠው,1
የህልም ሩጫ,1
ይሯሯጣል,1
መስቀልን ተሰላጢን,1
ስልጣኑ ተያዘ,1
ሰለጠነባቸው,1
ስልጡን አፍ,1
ስልጡን እጅ,1
ድህነት ሰለጠነ,1
ድንቄም ሰለጠነች,1
ክፉ ስልጣኔ,1
ለነገር ተሰለፈ,1
ሰልፍን አሳምር,1
ሰልፍ ዉጣ,1
አትሰለፍ,1
ሰልፍ አበላሽ,1
ሰመር ገጠመ,1
ሰመር ገባ,1
ለሰሚ ግራ ነገር,1
ለይስሙላ,1
ምጣድ ሰማ,1
ስማ በለው,1
ብትሰማ ይሻላል,1
የስሚ ስሚ,1
ያልሰማ ጆሮ,1
ዳኛው ሰማ,1
ሰማንያ ከነዳ,1
ሰማንያዋ ወረደ,1
የሰማንያ ሚስት,1
ሰማዩ ተደፋበት,1
ሰማይ ለሰማይ,1
ሰማይ ሰማይ አትይ,1
ሰማይ ቆጡ,1
ሰማይ ዳሴ,1
ሰማይ ጠቀስ,1
የሰማይ ቁጣ,1
የሰማይ ቤት,1
ስም ለበስ,1
ሰምና ወርቅ,1
ሰምና ፈትል,1
ሰምና ፈትል ሁናችኋል,1
ቤት ሰረሰረ,1
ነገር ሰረሰረ,1
ልቡን ሰረቀው,1
መሰራረቅ,1
ሰርቆሽ በር,1
ስርቅ ያለ,1
ስርቅ ስርቅ አለው,1
አይኑ ሰረቀ,1
ሀሳብ ተሰነቀረብኝ,1
ወዳጅኔቴን ሰርዣለሁ,1
ሰርግና ምላሽ,1
ሰርገኛ መጣ በርበሬ ቀንጥሱ,1
ሰረገላ ቁልፍ,1
ሰረገላ ውግ,1
ሰረገላ ገባ,1
የነገር ሰረገላ,1
ሁለተኛ ስራ,1
ሁለተኛ ተሰራ,1
ለይምሰል ስራ,1
መግል ሰራ,1
ሰርቶ አፍራሽ,1
ስራ ስራውን,1
ስራ ያዘ,1
ስራ ቤት,1
ስራ ሰሪውን,1
ስርራ ፈታ,1
ስራ ፈት,1
ስራዬ ብሎ,1
ስራ ማይዝ,1
ስራት ለበሰ,1
ስራተ ቢስ,1
ስራህ ብዙ,1
ብረት ሰሪ,1
ብረት ሰራ,1
ነገረ ሰሪ,1
ነገር ሰራ,1
የሰይጣን ስራ,1
የቤት ስራ,1
የወዲያ ስራ,1
ካሳ ሰራ,1
ወንጀል ሰራ,1
ገበታ ሰራ,1
ግፍ ሰራ,1
ጠጉር ሰራ,1
ልቤ ተሰቀለ,1
መስቀለኛ መንገድ,1
መስቀለኛ ጥያቄ,1
ሰቀላ ቤት,1
ቁም ስቅል አሳዬ,1
አይኑን ሰቅሎ አዬ,1
ዋጋ ሰቀለ,1
የመስቀል ወፍ,1
ልቡን ሰበረው,1
ህግ ሰበረ,1
ምክሩ አጥንት ይሰብራል,1
ሀብተ ሰባራ,1
መንገድ አሳበረ,1
ሰባራ ስንጥር,1
ቀለሙ ተሰበረ,1
አምባር ሰበረ,1
አንድ ሰበር,1
ሶስት ሰበር,1
አንገቱን ሰበረ,1
ዋጋ አሳበረ,1
አከንባሎ ሰበረ,1
እንጨት ሰባሪ,1
ከብቱ ጥርሱን ሰብሯል,1
ኬላ ሰበረ,1
ኬላ ሰበር,1
አይነ ሰባራ,1
ዜማው ሰበረ,1
የሰው ስም ሰበረ,1
ይሰበር ደጋሚ,1
ደጀኑን ሰበረ,1
ዳኛን ሰበረ,1
ጓያ ሰበረው,1
ልብስህን ሰብስብ,1
ምላስህን ሰብስብ,1
ስብስብ እምቤት,1
ስብስብ,1
ስብሳብ የተወለደ,1
አመልህን ሰብስብ,1
አሰባሰበ,1
እጅህን ሰብስብ,1
እግዚአብሄርህን ሰብስብ,1
ልቡ ሰባ,1
ሰብቷል,1
የሰባ ነገር,1
አስብቶ አራጅ,1
እንቅልፍ ይስባህ,1
ሀብቱን ሰነከለበት,1
ሰንካላ,1
ሰንካላ ምክንያት,1
እድሜው ተሰናከለ,1
እጀ ስንኩል,1
ሀሳብ ሰነዘረ,1
መሰናዘሪያ ቦታ,1
ስንዝሮ,1
ስንዝር መሬት,1
ስንዝር ሲሰጡት,1
እጁን ሰነዘረ,1
እግዚአብሄርህን አታሰናዝር,1
መሬት ሰነጋ,1
ቃሪያ ሰነጋ,1
ልቡ ተሰነጠቀ,1
ጠጉር ስንጠቃ,1
ሰንጣቃ እንጨት,1
ሰንጣቃ,1
ሰነፍ ምርት,1
ሰነፍ ቆሎ,1
ሰነፍ እርቅ,1
ገዢው በህዝብ ላይ ሰነፈጠ,1
ሰኔና ሰኞ,1
ሰኔ ነግ በኔ,1
ሰንኮፉ አልወጣም,1
የልብ ሰንኮፍ,1
አባ ሰንጋ,1
ዝም አሰኘ,1
ልቡ በደስታ ሰከረ,1
አሳከረ,1
ልብቡ አልሰከነም,1
አመሉ አልሰከነም,1
ሰው,1
ሰው መሆን አይቀርም,1
ሰው አደረገው,1
ሰውነተ ቢስ,1
የሰው ሰው,1
የሰው ቤት,1
የሰው ሀገር,1
የሰው አገር,1
የሰው አይን በላው,1
የሰው አይን ሆነበት,1
ሰይጣኔ መጣ,1
ሰይጣናም,1
ሰይጣን አትሁንብኝ,1
ሰይጣን ይዞታል,1
ሰይጣን ደፋር,1
የሰይጣን ቁራጭ,1
የሰይጣን ነገር,1
የሰይጣን ፈረስ,1
ሰዶ ማሳደድ,1
ስድ,1
ስድ ቤት,1
ስድ አደግ,1
የሰደድ እሳት,1
መስገርት,1
ሆዱን ሰጠ,1
ለመከራ ሰጠ,1
መምህር አልሰጠም,1
ቃሉን ሰጠ,1
ቃሉን ሰጠኝ,1
ትከሻ ሰጠ,1
እጁን ሰጠ,1
እሰጥ አገባ,1
የሰጠ,1
የሰጡትን ይይዛል,1
የሰጠ ይታክታል,1
በላብ ሰጠመ,1
በሀዘን ሰጠመ,1
በሀሳብ ሰጠመ,1
ሰጥ ለጥ ብሎ ተገዛ,1
መሀል ሰፋሪ,1
ሱሪ ቢጣልባት የምታረግዝ,1
ሱሪ ባንገት ማውለቅ,1
ሱሪ አለበስኩም,1
ባለሱሪ,1
ሱቅ በደረቴ,1
ሲጥ አደረገው,1
አንደበተ ስል,1
ሳለ አይሰጥ,1
መሬት አሳመው,1
ራሱን ሳመ,1
ሳምልኝ,1
ሲስሟት ቀርቶ ሲስቧት,1
ራስ ተስሞ,1
ቤተ ክርስትያን ሳመ,1
አላዋቂ ሳሚ,1
እጅ ሳመ,1
እግዚአብሄር ሳመ,1
ለልጁ ሳሳ,1
ገበታው ሳሳ,1
አይኑ ይሳሳል,1
ሳረ በል,1
ሳር ቅጠሉ ሁሉ,1
ሳር እግዚአብሄር,1
አብሮ ሳቀ,1
ሳብ ረገብ አደረገ,1
መኸሩ ሳተ,1
ሰውየው ሳተ,1
ሳት አድረገ,1
እጀ ሴሰኛ,1
ሴራ,1
ሴራ ጉዱ,1
ሴራ መታ,1
ሴራ ቆረጠ,1
ሴተ መሬት,1
ሴተ ቋንቋ,1
ሴት አውል,1
የሴት ልጅ,1
የሴት አለሌ,1
የሴት መዶሎቻ,1
ስመኛ,1
ስሙን ተከለ,1
ስምህን ቄስ ይጥራው,1
ስም አጠፋ,1
ስም እንዳለው,1
ስመ ጥር,1
ስመ ጥቁ,1
ስረ ነገር,1
ስር ስሩን,1
ስር ሰደደ,1
ስር ነቀል,1
ስር የለሽ,1
ስር ያዘ,1
ስር ጠምዛዣ,1
ስር ነቃይ,1
ስንክሳሩ በዛ,1
ስንኳን,1
ስጋ,1
ስጋ ለስጋ,1
ስጋማ,1
ስጋ ወደሙ,1
ስጋዊ,1
ስጋዬ,1
የስጋ ከብት,1
የስጋ ዘመድ,1
የግንባር ስጋ,1
የጥርስ ስጋ,1
ግብረ ስጋ,1
ሽል ያለ,1
ሰውነቱን ሸመቀቀው,1
ሸለተ,1
መከራ ሸመተ,1
በሽታ ሸመተ,1
ውሸቱን ሸመጠጠው,1
ጆሮውን ሸመጠጠው,1
ሸማ ለባሽ,1
ሸማ በየፈረጀ ይለበሳል,1
ነገር ሸረበ,1
በነገር ተሸረከተ,1
ሸርካታ,1
ሸርሞ ለሸርሞ,1
ባህር ሸሸ,1
ብር ሸሸ,1
ፀጉር ሸሸ,1
በነገር ሸቀጠ,1
አሸበሸበ,1
ግምባሩ ተሸበሸበ,1
ፊቱ ተሸበሸበ,1
ሽብሽብ አደረገ,1
ሽቢያ ጋለበ,1
አፉ ተሸበሸበ,1
የንጨት ሽበት,1
ሽባጥ,1
ባይሸት ይሻላል,1
ነገር ሸተተው,1
ከነገር ሸተት አለ,1
ዱላ ሸተተው,1
ሸተት አለ,1
ሀዘን ሸነቆጠው,1
ረሀብ ሸነቆጠው,1
በነገር ሸነቆጠው,1
ትዳሩን አሸነፈ,1
አለምን አሸነፈ,1
አይኑ ተሸነፈ,1
ጉልበቱ ተሸነፈ,1
መሸኛ ደብዳቤ,1
ሸኘው,1
በጥርስ ሸኘው,1
እንግዳውን ሸኘ,1
ዘመዱን ሸኘ,1
ሸክሜ ወረደልኝ,1
ሸክም,1
ተሸከመ,1
ዘጠኝ ወር ተሸከመች,1
ያገር ሸክም,1
ውርደት ተሸከመ,1
በጦር ሸከሸከው,1
ውጋት ሸከሸከው,1
ሽጉጥ ጠጣ,1
ሽጓጣ,1
መሸጦ,1
በቀላሉ ሸጠኝ,1
አሻሻጭ,1
ልቡ ሸፈተ,1
ወተቱ ሸፈተ,1
ቁስሉ ሸፈጠ,1
ሿ አደረገ,1
ሻ አለ,1
ሻ አለው,1
ሻ ብትን,1
ሆዱ ሻከረ,1
ነገር ሻጠብኝ,1
ተሽጦ,1
ሸናበት,1
ሽንታም,1
ሽንት,1
ሽንተ መልካም,1
ብረቱ ሸንቶበታል,1
አሸናው,1
ውሀ ሽንት,1
የጣይ ሽንት,1
የጉም ሽንት,1
የሽና,1
ይሸናል,1
ነጭ እሾህ,1
እሾህን በሾህ,1
እሾህ አፍ,1
እሾህ አይውጋህ,1
ምላሱን አሾለ,1
ሹል ቂጥ,1
አፉን አሾለ,1
ሾለከ,1
ሾላካ,1
ሾላ በድፍን,1
ሹም ሽር,1
ሹመት ያዳብር,1
ሹመት አይደነግጥ,1
ዛሩ ተሾመ,1
ደመናው ተሾመ,1
ጋኑ ተሾመ,1
ለአለቃ ይሾራል,1
ሿ አለ,1
መሬት ይቅለለው,1
በሰው ፊት ቀሰለ,1
ቅልል ያለ,1
በሽታው ቀለለው,1
ቀላል ሰው,1
ቀትረ ቀላል,1
ብስል ተቀሊል,1
ተቃለለ,1
አቃለለ,1
አነጋገሩ ቀለለ,1
እግሩ ቀለለ,1
ፈተና ቀለለ,1
ይቀለኛል,1
ቀለም አገባ,1
የቀለም አባት,1
ቀለም ገባው,1
የቀለም ሰው,1
የቀለም ቀንድ,1
መለስ ቀለስ,1
አንገቱን ቀለሰ,1
ጎጆ ቀለሰ,1
ቀለባት,1
ትምህርት ቀለበ,1
ልጁ ቀለጠ,1
ሙክቱ ቀለጠ,1
ቅልጥ አለ,1
በዱላ ቀለጠ,1
በጥፊ ቀለጠ,1
አቀለጠኝ,1
አቃለጠ,1
እልልታው ቀለጠ,1
ዘፈኑ ቀለጠ,1
ገንዘቡ ቀለጠ,1
ጨዋታው ቀለጠ,1
ባለቅልጥም,1
ቅልጥጥ ቅብጥጥ አለ,1
አይኑ ቀላ,1
ትምህርት ቀላወጠ,1
አቀላወጠ,1
ቀላድ ጣለ,1
ቀልበ ደረቅ,1
ቀልበ ቢስ,1
ቀልበ ጮሬ,1
ቀልቡን አሳጣሁት,1
ቀልቡ ወደደው,1
ቀልብ ገዛ,1
እቀልቤ ገባ,1
ቅመም,1
ነገር ቀመመ,1
መከራ ቀመሰ,1
መድሀኒት ቀመሰ,1
ስድብ ቀመሰ,1
ተቃመሰ,1
አፈር ቀመሰ,1
የፊቱን ጦር ቀመሰ,1
ዱላ ቀመሰ,1
ቅምጠላው ጠፋ,1
ላባ ቀረሽ,1
ልቡ ቀረ,1
ቀርቶ ላይቀር,1
ሲቀር ይቀራል,1
ቅር ቅር አለው,1
በዋለ ቀረ,1
ባንድ አይቅር,1
ባጭር አስቀረ,1
እንደ ዋለ ቀረ,1
የቀረው ቢቀር,1
ይቅር ለግዜር,1
ይቅር ላንተ,1
ይቅር ባይ,1
ይቅር ተባባለ,1
ይቅር አለ,1
ይቅር አሰኘ,1
ይቅርታ ጠየቀ,1
ዱላ ቀረሽ,1
ጭራ ቀረሽ,1
ሳይሳካ ቀረ,1
ቅሬታ ገባው,1
ቅርሻ ቅርሻ አለ,1
አታቀርሽብኝ,1
በሩን ቀረቀረ,1
ነገር ቀረቀረ,1
ነገር ቀረቀረብኝ,1
ቀረቀበ,1
ቀረቦ,1
ቅርብ ለቅርብ,1
ቅርብ ዘመድ,1
አልተቀራረቡም,1
ውቃቢ የቀረበው,1
የማያቀራርብ ስራ,1
ቀርበታ ሆድ,1
ውሸቱን ቀረደደው,1
ቀርጠ ቀላል,1
ቅርጥ የለሽ,1
ገንዘብ ቀረጠኝ,1
ቅርጥፍ አርጎ በላ,1
ቡዳ ቀረጠፈው,1
ቅርጥፍ ያለ ውሸታም,1
ቂሙን ቀረፈ,1
ቂም መቅረፊያ,1
ዋጋ ቀረፈ,1
ቅስሙ ተሰበረ,1
